nama_barang,tipe,rata_rata_per_hari,frekuensi_total,tanggal_terakhir_digunakan,id_barang
bak instrumen (1 pcs),alat,1.0,1,2025-12-11,A227886
bak instrumen (1pcs),alat,1.0,1,2025-12-19,A064352
bak instrumen 1 set (pinset,alat,1.0,4,2025-07-30,A664779
bak instrumen 2 set (pinset,alat,1.0,1,2025-07-25,A655087
bak instrumen Bengkok Skerem/sampiran Selimut,alat,1.0,1,2025-08-19,A673366
bak instrumen handuk pengalas,alat,1.5,2,2025-02-14,A951511
bak instrumen handuk perlak,alat,1.0,1,2025-08-12,A301268
bak instrumen kasa handscoon steril tabung suction kanul suction selang suction mesin suction kom,alat,1.0,1,2025-04-08,A082876
bak instrumen termometer LILA,alat,1.0,1,2025-11-11,A526236
bak istrumen (2pcs),alat,1.0,1,2025-04-08,A754088
bak mandi bayi,alat,2.0,1,2025-11-20,A077590
baki,alat,1.0,1,2025-12-11,A875399
baki 3 bh,alat,1.0,4,2025-07-30,A395912
baki dan perlak,alat,1.0,1,2025-02-21,A914212
balita,alat,1.0,1,2025-08-13,A844158
balon keteter,alat,1.0,2,2025-12-08,A054357
balon keteter,bahan,1.0,2,2025-12-08,B054357
bantal tissue bengkok gelas handuk stetoskop sketsel handscoon masker,alat,1.0,1,2025-04-08,A438512
bantalan kapas,alat,1.0,1,2025-09-16,A006827
baskom,alat,1.0,2,2025-11-13,A318796
baskom (1pcs),alat,1.0,1,2025-07-11,A320432
baskom berisi air DTT dan waslap,alat,1.0,1,2025-10-17,A768683
baskom berisi air DTT dan waslap (4set),alat,1.0,1,2025-12-09,A908632
baskom berisi air hangat,bahan,1.0,2,2025-07-28,B616605
baskom berisi cairan klorin 0,alat,1.0,2,2025-12-09,A433089
bedak,alat,1.2,5,2025-11-13,A803501
bedak,bahan,1.0,1,2025-07-28,B803501
bedak 1 bh,bahan,1.0,5,2025-07-30,B543194
bedong bayi,bahan,1.0,1,2025-12-12,B863471
beku kering,bahan,1.0,1,2025-08-15,B704549
benang jahit,alat,1.0,1,2025-07-08,A672473
benang jahit (2pcs),alat,1.0,1,2025-05-08,A649514
bengkok,alat,1.31,29,2025-12-18,A322390
bengkok,bahan,1.0,1,2025-04-12,B322390
bengkok (1 pcs) oksigen set (1 pcs),alat,1.0,1,2025-08-08,A701675
bengkok (1pcs),alat,1.0,1,2025-12-19,A684698
bengkok (2 pcs),alat,1.0,1,2025-12-11,A879872
bengkok (2pcs),alat,1.0,3,2025-12-18,A856290
bengkok (4 set),alat,2.0,1,2025-12-09,A254446
bengkok 1 pcs,alat,1.0,1,2025-02-14,A509158
bengkok 2,alat,1.0,1,2025-08-05,A762041
bengkok 2 bh,alat,1.0,5,2025-07-30,A146714
bengkok Suction,alat,1.0,2,2025-07-28,A715742
bengkok perlak,alat,1.0,1,2025-11-04,A574376
berhias toileting(1) peralatan makan minum (1) TAK estafet bola(1) Terapi kognitif puzzle(1),alat,1.0,1,2025-10-31,A823166
bersih (darurat),bahan,1.0,1,2025-04-23,B188749
betadin,bahan,1.0,2,2025-07-28,B256838
betadin kasa,bahan,1.0,2,2025-08-04,B527561
betadine,alat,1.0,1,2025-12-11,A494957
betadine,bahan,1.5,4,2025-04-25,B494957
betadine (1pcs),bahan,1.0,1,2025-12-19,B435322
betadine alkohol 70,bahan,1.0,1,2025-04-08,B180179
bh),bahan,1.0,1,2025-05-30,B647325
biasanya di pergelangan),alat,1.0,1,2025-04-24,A745818
biasanya di pergelangan),bahan,1.0,1,2025-04-24,B745818
bidai,alat,1.0,1,2025-11-03,A992184
bidai spalak,alat,1.0,1,2025-08-09,A587455
bidai spalak,bahan,1.0,1,2025-08-09,B587455
binasal kanul (2pcs),bahan,1.0,1,2025-02-24,B060834
bola ibu hamil,alat,1.0,1,2025-07-30,A243064
borax gliserin,bahan,1.0,1,2025-03-21,B139614
botol penampung urine (wadah) obat ducolac tablet 4,bahan,1.0,1,2025-08-19,B718409
brankar set infus,alat,1.0,1,2025-10-21,A262424
brankard scop strechert,alat,1.0,2,2025-11-08,A965053
buah dan kom kecil,alat,1.0,1,2025-03-19,A338270
buku buta warna,alat,1.0,1,2025-06-02,A724689
buli-buli (3pcs),alat,2.0,1,2025-04-23,A576422
bvm (1),alat,1.0,1,2025-09-05,A473635
bvm (2),alat,1.4,5,2025-08-28,A285921
bvm 2pcs pinset forceps neckolar phantom laringoskop,alat,1.0,1,2025-08-19,A713317
by),bahan,1.0,2,2025-11-26,B498702
c Anjurkan pasien untuk BAK terlebih dahulu,alat,1.0,2,2025-10-14,A323035
c Com kecil 1 bh,alat,1.0,6,2025-10-04,A054551
c Com kecil 1 pcs,alat,1.0,1,2025-02-18,A224642
c Infus set,alat,1.0,1,2025-05-08,A573845
c Infus set,bahan,1.0,1,2025-05-08,B573845
c Perlak,alat,1.0,1,2025-02-20,A429888
c Pinset anatomis 2 buah,alat,1.0,1,2025-04-12,A735888
c Pinset anatomis 2 buah,bahan,1.0,1,2025-04-12,B735888
c Transfuse set,alat,1.0,1,2025-05-23,A193660
c) Apron,alat,1.0,1,2025-04-25,A102394
c) Baraschort,alat,1.0,1,2025-08-09,A262459
c) Baraschort,bahan,1.0,1,2025-09-16,B262459
cairan DTT(1pcs),bahan,1.0,1,2025-12-19,B224510
cairan NACL tisu pengalas,bahan,1.0,1,2025-02-27,B458214
cairan infus,alat,1.0,2,2025-07-30,A061591
cairan infus,bahan,1.0,1,2025-06-08,B061591
cairan infus NACL 09 alkohol swab,bahan,1.0,1,2025-09-05,B489617
cairan infus RL,bahan,1.0,2,2025-09-05,B327665
cairan infus RL cairan infus NACL kasa,bahan,1.0,3,2025-08-05,B965316
cairan infus darah,bahan,1.0,1,2025-08-26,B998018
cairan intravena,alat,1.0,1,2025-09-05,A780364
cairan irigasi (aquades),bahan,1.0,1,2025-02-13,B331067
cairan nacl,alat,1.0,1,2025-07-29,A506152
cairan obat pengelupas luka itu kalau dak salah aquades,alat,1.0,1,2025-04-12,A157651
cairan obat pengelupas luka itu kalau dak salah aquades,bahan,1.0,1,2025-04-12,B157651
cairan steril,alat,1.0,1,2025-10-04,A192175
cairan sublimat,alat,1.0,1,2025-08-22,A930107
campak rebule,bahan,1.0,1,2025-08-14,B742208
cangkir,alat,1.0,1,2025-09-17,A773145
cangkir bola tenis kerincingan boneka,alat,1.0,1,2025-12-08,A670984
cangkir obat),alat,1.0,1,2025-09-15,A910005
cateter suction (2pcs),alat,1.0,1,2025-11-08,A502816
celana,alat,1.0,2,2025-11-21,A708045
celana dalam ibu,alat,1.0,1,2025-09-10,A757217
celana dan softek,alat,1.67,3,2025-12-02,A532643
celana dan softek,bahan,1.0,2,2025-12-02,B532643
celemek,alat,1.0,2,2025-07-03,A386961
celemek,bahan,1.0,1,2025-03-21,B386961
celemek (2 pcs),bahan,1.0,1,2025-05-16,B146122
ceret/termos,alat,1.0,1,2025-03-21,A720959
collar neck,alat,1.0,3,2025-12-08,A424609
collar neck 1 bh,alat,1.0,5,2025-07-30,A285822
collarneck,alat,1.5,2,2025-03-21,A149380
colokan,alat,1.0,1,2025-08-25,A998595
cotton buds Set baju bayi terdiri dari bedong,alat,2.0,1,2025-08-10,A821464
crystalline celulossa,alat,1.0,1,2025-04-12,A718650
crystalline celulossa,bahan,1.0,1,2025-04-12,B718650
cutton bad 1 bh,bahan,1.0,5,2025-07-30,B953939
d Abocath no 16-18,alat,1.0,1,2025-05-23,A484406
d Gunting jaringan 1 bh,alat,1.0,6,2025-10-04,A185222
d Gunting jaringan 1 pcs,alat,1.0,1,2025-02-18,A458806
d Pinset chirugis,alat,1.0,1,2025-04-12,A092172
d Pinset chirugis,bahan,1.0,1,2025-04-12,B092172
d Sarung bantal,alat,1.0,1,2025-02-20,A930980
d Standar infuse,alat,1.0,1,2025-05-08,A363785
d Standar infuse,bahan,1.0,1,2025-05-08,B363785
d) Pelumas,alat,1.0,1,2025-08-09,A692474
d) Pelumas,bahan,1.0,1,2025-09-16,B692474
d) Plester,alat,1.0,1,2025-04-25,A438302
dada,alat,1.0,1,2025-08-20,A903565
dada,bahan,1.0,1,2025-05-08,B903565
dan 5 cc,alat,1.0,1,2025-04-30,A539995
dan bengkok,alat,1.0,1,2025-02-27,A644333
dan ibu Form KIPI,alat,1.0,1,2025-08-13,A123992
dan kain persegi 4,alat,1.0,1,2025-09-16,A032737
dan perut,alat,1.0,1,2025-03-06,A353202
dan sikat gigi,alat,1.0,1,2025-01-27,A536662
dewasa/anak/bayi),alat,1.0,1,2025-10-17,A634186
diapers,alat,1.0,1,2025-07-29,A340889
diapers,bahan,1.0,2,2025-07-28,B340889
disinfektan,alat,1.0,1,2025-03-14,A443443
distilator air,alat,1.0,1,2025-05-15,A938437
ditambah,alat,1.0,4,2025-12-11,A087390
ditambah Com menengah,alat,1.25,4,2025-12-11,A273939
dll,alat,1.0,1,2025-06-05,A766954
dll,bahan,1.0,2,2025-06-05,B766954
dll),alat,2.0,9,2025-12-02,A782333
dll),bahan,2.15,13,2025-12-18,B782333
dll) 2 buah,bahan,1.0,1,2025-11-02,B950811
doopler,alat,1.0,1,2025-12-18,A730139
dopler,alat,1.0,3,2025-07-30,A275430
drain luka 1 bh,alat,1.0,1,2025-07-25,A277217
ducl lobang,alat,1.0,1,2025-07-30,A451144
duk bolong,alat,1.0,1,2025-07-03,A786976
duk lobang,alat,1.0,1,2025-06-30,A301953
duk lubang,alat,1.0,1,2025-07-29,A374178
duk steril,alat,1.0,2,2025-12-18,A394294
duk steril (2pcs),alat,1.0,1,2025-05-08,A424902
e Cairan infus RL,alat,1.0,1,2025-05-23,A493746
e Ginting heacting aff 1 bh,alat,1.0,6,2025-10-04,A613177
e Ginting heacting aff 1 pcs,alat,1.0,1,2025-02-18,A868536
e Gunting lurus,alat,1.0,1,2025-04-12,A454739
e Gunting lurus,bahan,1.0,1,2025-04-12,B454739
e Plester,alat,1.0,1,2025-05-08,A740965
e Plester,bahan,1.0,1,2025-05-08,B740965
e Selimut,alat,1.0,1,2025-02-20,A772331
e) Bedpan,alat,1.0,1,2025-08-09,A551551
e) Bedpan,bahan,1.0,1,2025-09-16,B551551
e) Bengkok,alat,1.0,1,2025-04-25,A462808
elastic bandage,alat,1.0,2,2025-07-28,A158790
elastic bandage 1 pcs tempat sampah 1 pcs Kom 1 pcs,alat,1.0,1,2025-07-29,A932259
ember,alat,1.0,1,2025-03-21,A435697
ember/bak kotor/keranjang,alat,1.0,2,2025-07-03,A459267
eye mask,alat,1.0,1,2025-09-17,A594951
f Arteri klem 2 bh,alat,1.0,2,2025-10-04,A759584
f Arteri klem 2 bh Gunting perban (2),alat,1.0,3,2025-06-30,A574604
f Arteri klem 2 bh Gunting verban (2),alat,1.0,1,2025-08-05,A602413
f Arteri klem 2 pcs,alat,1.0,1,2025-02-18,A896381
f Gunting,alat,1.0,1,2025-05-08,A593801
f Gunting,bahan,1.0,1,2025-05-08,B593801
f Gunting AJ,alat,1.0,1,2025-04-12,A975777
f Gunting AJ,bahan,1.0,1,2025-04-12,B975777
f Kateter urin bag,alat,1.0,1,2025-05-23,A114074
f Sarung tangan,alat,1.0,1,2025-02-20,A226526
f) Alas karet,alat,1.0,1,2025-08-09,A271744
f) Alas karet,bahan,1.0,1,2025-09-16,B271744
f) Gunting Verban,alat,1.0,1,2025-04-25,A756317
flowmeter,alat,1.0,3,2025-08-20,A868548
flowmeter oksigen,alat,1.0,1,2025-10-04,A395736
folly kateter,alat,1.0,2,2025-07-03,A953182
g Alkohol 70,alat,1.0,1,2025-05-08,A086556
g Alkohol 70,bahan,1.0,1,2025-05-08,B086556
g Apron dan masker bila perlu,alat,1.0,1,2025-02-20,A181286
g Spuit,alat,1.0,1,2025-05-23,A990935
g) Sabun,alat,1.0,1,2025-08-09,A279793
g) Sabun,bahan,1.0,1,2025-09-16,B279793
g) Troli,alat,1.0,1,2025-04-25,A159247
garpu,alat,1.0,2,2025-11-13,A597713
gayung,alat,1.0,1,2025-03-21,A713582
gelang identitas pasien (5 pcs),alat,1.0,1,2025-02-26,A639342
gelang identitas pasien (5 pcs) handrub,bahan,1.0,1,2025-02-26,B889609
gelang pasien,bahan,1.0,1,2025-02-24,B187830
gelas,alat,1.22,9,2025-12-18,A035032
gelas,bahan,1.0,1,2025-09-16,B035032
gelas (1 pcs),alat,1.0,1,2025-08-08,A312221
gelas (cairan mkn/minum),alat,1.0,2,2025-11-08,A652288
gelas 2,alat,1.0,1,2025-08-05,A953148
gelas ukur,alat,1.0,2,2025-07-30,A566307
gelas ukur,bahan,1.0,1,2025-06-08,B566307
gelas ukur urin/urin bag,alat,1.0,1,2025-07-29,A934574
gelas(air),alat,1.0,1,2025-07-28,A658267
gelastutup,alat,1.0,1,2025-02-14,A458143
generator uap murni,alat,1.0,1,2025-05-15,A020777
glukocek,alat,1.0,2,2025-05-02,A458308
glukometer 1 pcs,alat,1.0,1,2025-11-02,A795002
gown masker,alat,1.0,1,2025-09-04,A554109
gunting,alat,1.0,10,2025-12-11,A608377
gunting,bahan,1.0,1,2025-08-25,B608377
gunting (1 pcs),alat,1.0,1,2025-07-25,A555427
gunting bedah/jaringan,alat,1.0,1,2025-01-20,A810005
gunting kecil 4 pcs pippet pol 4 pcs,alat,1.0,2,2025-09-19,A118070
gunting kuku (1 pcs),alat,1.5,2,2025-03-20,A090992
gunting kuku 1 bh,alat,1.0,1,2025-07-25,A658718
gunting perban,alat,1.5,2,2025-03-21,A182779
gunting steril Peralatan injeksi (spuit,alat,1.0,1,2025-08-20,A808009
gunting tali pusat 1,alat,1.0,1,2025-10-17,A095096
gunting verban 1 buah,alat,1.0,1,2025-01-20,A341617
guting jaringan 1),alat,1.0,5,2025-07-30,A020156
h Kapas,alat,1.0,1,2025-05-08,A762184
h Kapas,bahan,1.0,1,2025-05-08,B762184
h Plester,alat,1.0,1,2025-05-23,A305013
h) Air,alat,1.0,1,2025-08-09,A698759
h) Air,bahan,1.0,1,2025-09-16,B698759
h) Pengganjal dagu,alat,1.0,1,2025-04-25,A883880
hand sanitizer 1 bh,alat,1.0,5,2025-07-30,A894731
hand scoon,bahan,1.0,1,2025-08-05,B695462
hand scrub,alat,1.0,1,2025-02-21,A041037
handbody,alat,1.0,2,2025-11-21,A537090
handbody lotion,alat,1.25,4,2025-12-11,A727385
handbody lotion Tensokrep 6 bh,alat,1.25,4,2025-12-11,A765953
handrub,bahan,1.0,2,2025-04-29,B271444
handsanitizer 1 pcs,bahan,1.0,1,2025-11-02,B520576
handscon,alat,1.0,1,2025-12-11,A769113
handscone,alat,1.0,3,2025-09-05,A793697
handscone,bahan,2.0,1,2025-04-23,B793697
handscone 1,bahan,1.0,1,2025-05-06,B595478
handscone 1 kotak sputum pot 2 buah bak instrumen 2,alat,1.0,1,2025-08-05,A390148
handscone bersih,bahan,1.0,1,2025-07-03,B605500
handscone steril,bahan,1.0,1,2025-07-03,B930746
handscoon,alat,1.67,3,2025-11-08,A971013
handscoon,bahan,1.14,14,2025-12-12,B971013
handscoon 1 pcs,bahan,1.0,1,2025-11-02,B421232
handscoon bersih,alat,1.0,4,2025-09-04,A851613
handscoon bersih,bahan,1.1,10,2025-11-13,B851613
handscoon bersih (1 kotak),bahan,1.33,3,2025-12-03,B912870
handscoon bersih (1kotak),bahan,1.0,1,2025-05-08,B627400
handscoon bersih (1pcs) handuk (1pcs),alat,1.0,1,2025-03-11,A102366
handscoon bersih 4 pcs handscoon steril 4 pcs hansanitiezer 4 pcs,bahan,1.0,1,2025-08-15,B162955
handscoon bersih Masker,bahan,1.0,2,2025-05-03,B442621
handscoon bersih Masker medis Kasa steril,bahan,1.0,1,2025-01-21,B524513
handscoon bersih Tisu,bahan,1.33,3,2025-01-31,B023319
handscoon bersih dan steril,alat,1.0,1,2025-07-29,A676283
handscoon bersih dan steril,bahan,1.0,2,2025-07-28,B676283
handscoon bersih handscoon steril gown masker,bahan,1.0,1,2025-11-04,B532486
handscoon bersih jelly ekg,bahan,1.0,1,2025-09-15,B645226
handscoon bersih kasa,bahan,2.0,1,2025-04-30,B292453
handscoon bersih marsker,bahan,1.0,1,2025-04-25,B633751
handscoon bersih masker,bahan,1.12,8,2025-11-13,B728100
handscoon bersih masker Handsanitizer Spuit ukuran 1 ml (,bahan,1.0,1,2025-08-26,B835784
handscoon bersih masker NRM masker RM,bahan,1.0,1,2025-08-04,B798057
handscoon bersih maskerr,bahan,1.5,2,2025-09-17,B771822
handscoon body lotion,bahan,1.0,1,2025-04-12,B672336
handscoon kapas,bahan,1.0,1,2025-06-08,B596635
handscoon masker,bahan,1.79,14,2025-12-12,B792172
handscoon masker alcohol swap,bahan,1.0,1,2025-09-17,B545808
handscoon masker kasa steril,bahan,1.0,6,2025-12-11,B801309
handscoon steril,alat,1.0,2,2025-09-04,A216055
handscoon steril,bahan,1.0,1,2025-07-08,B216055
handscoon steril (2pcs),bahan,1.0,1,2025-07-25,B631416
handscoon steril (5pcs),bahan,1.0,1,2025-05-08,B635794
handscoon steril handscoon bersih betadin,bahan,1.0,1,2025-09-05,B987958
handscoon steril handscoon bersih masker,bahan,1.0,1,2025-05-08,B818713
handscoon streil (3 pcs) kom (2 pcs),alat,1.0,2,2025-05-08,A866231
handscoond (1 kotak),alat,1.0,1,2025-04-17,A201460
handscoone,bahan,2.0,1,2025-04-25,B711196
handscrab,bahan,1.0,1,2025-07-03,B198517
handscun,bahan,1.0,1,2025-09-09,B822896
handskun,bahan,1.0,2,2025-07-28,B213283
handuk,alat,1.37,19,2025-12-18,A067016
handuk,bahan,1.0,5,2025-11-02,B067016
handuk (1 pcs),alat,1.5,2,2025-03-20,A967631
handuk (1 pcs),bahan,1.0,1,2025-08-08,B967631
handuk (1 pcs) handscoon bersih (1 pcs),bahan,1.0,1,2025-07-29,B320608
handuk (2pcs),alat,1.0,1,2025-02-21,A367674
handuk 2,alat,1.0,1,2025-11-02,A669855
handuk 2 Gelas Spatel lidah Bengkok 4,alat,1.0,2,2025-09-05,A456193
handuk besar 1 bh,alat,1.0,4,2025-07-30,A204582
handuk besar 2 bh,alat,1.0,1,2025-07-25,A701050
handuk dan sabun mandi,alat,1.0,3,2025-12-02,A319581
handuk dan sabun mandi,bahan,1.0,1,2025-12-02,B319581
handuk kecil,bahan,1.0,1,2025-09-09,B606692
handuk kecil 1,alat,1.0,2,2025-11-08,A879962
handuk kecil 1 bh,alat,1.0,4,2025-07-30,A051082
handuk kecil 2 bh,alat,1.0,1,2025-07-25,A308824
handuk sputum pot gelas,alat,4.0,1,2025-12-22,A211141
handuk(2 pcs),bahan,1.0,1,2025-05-16,B179998
handuk/waslap,alat,1.0,2,2025-07-28,A464920
hanscoon 1 kotak,bahan,1.0,1,2025-02-14,B797287
hanscoon bersih (3pcs),alat,1.0,1,2025-12-19,A256895
hcl,bahan,1.0,1,2025-08-26,B838673
hcl 1,bahan,1.0,1,2025-05-20,B439326
head stabilizer,alat,1.0,3,2025-12-08,A432243
heed imobilizer nedk collar,alat,1.0,1,2025-11-03,A392612
hendsenitaizer,bahan,1.0,1,2025-02-14,B925354
hipafix kasa,bahan,1.0,1,2025-09-05,B456928
hipetik,bahan,1.0,1,2025-08-26,B908938
hnadscoon bersih,bahan,1.17,6,2025-12-17,B985100
humidifier,alat,1.0,1,2025-10-04,A975627
humidifier (1),alat,1.0,1,2025-04-17,A374638
humidifier),alat,1.0,1,2025-08-20,A037947
humidivier,alat,1.0,1,2025-09-04,A113318
hydrocolloid,bahan,1.0,1,2025-01-12,B005260
i Bengkok,alat,1.0,1,2025-05-23,A920016
i Betadine,alat,1.0,1,2025-05-08,A335418
i Betadine,bahan,1.0,1,2025-05-08,B335418
i) Label identifikasi,alat,1.0,1,2025-04-25,A319443
i) Lap mandi,alat,1.0,1,2025-08-09,A194282
i) Lap mandi,bahan,1.0,1,2025-09-16,B194282
implant,alat,1.25,4,2025-10-22,A281107
infokus,alat,1.0,1,2025-08-25,A692990
infus,alat,1.0,1,2025-05-20,A691317
infus pump,alat,1.0,1,2025-08-05,A382246
infus set,alat,1.0,2,2025-07-30,A747911
infus set,bahan,1.17,6,2025-07-30,B747911
infus set aquadest steril,bahan,1.0,1,2025-08-14,B730115
infused,alat,1.0,1,2025-08-26,A577112
inkubator,alat,1.0,1,2025-09-17,A596419
instrumen 1psc,alat,1.0,2,2025-11-14,A554846
intra dan post operasi,alat,1.0,1,2025-01-20,A782599
iv cath 22,bahan,1.0,5,2025-07-30,B191327
iv cath plester aquadest tisu,bahan,1.0,1,2025-10-27,B865153
iv cathether masker,bahan,1.0,1,2025-09-05,B265804
j Handscoon,alat,1.0,1,2025-05-23,A042853
j Spalk,alat,1.0,1,2025-05-08,A075427
j Spalk,bahan,1.0,1,2025-05-08,B075427
j) Plastic untuk tempat barang-barang klien,alat,1.0,1,2025-04-25,A068458
jam tangan dengan jarum detik,alat,1.33,9,2025-12-18,A044971
jam tangan dengan jarum detik,bahan,1.0,2,2025-12-02,B044971
jarum suntik) Format pencatatan neonatus,alat,1.0,1,2025-08-20,A440179
jarum/kateter,alat,1.0,1,2025-09-05,A628035
jel EKG Handscoon bersih tisu,bahan,1.0,1,2025-10-11,B329526
jel steril,alat,1.0,1,2025-07-29,A066497
jel steril,bahan,1.0,2,2025-07-28,B066497
jelly,alat,1.0,1,2025-09-05,A963962
jelly,bahan,1.0,1,2025-06-30,B963962
jika perlu,alat,1.0,1,2025-04-12,A271783
jika perlu,bahan,1.0,1,2025-04-12,B271783
k Bengkok,alat,1.0,1,2025-05-08,A884745
k Bengkok,bahan,1.0,1,2025-05-08,B884745
k Tampon hecting set,alat,1.0,1,2025-05-23,A927428
k) Air dalam baskom,alat,1.0,1,2025-04-25,A163183
kaca mata google,alat,1.33,9,2025-12-18,A376052
kaca mata google,bahan,1.0,2,2025-12-02,B376052
kacamata google),alat,1.0,1,2025-10-17,A717752
kain bedong bayi,alat,1.0,1,2025-09-17,A396219
kain berlubang,alat,1.0,1,2025-09-16,A123322
kain motels,bahan,1.0,1,2025-08-09,B491321
kain motels set jahit luka,alat,1.0,1,2025-08-09,A132119
kain utk ibu dan bayi,alat,1.0,1,2025-10-17,A039414
kain utk ibu dan bayi (4 set),alat,2.0,1,2025-12-09,A268086
kantong kolostomi,alat,1.0,2,2025-07-30,A047779
kantong plastik,alat,1.2,5,2025-12-18,A331834
kantong urine,alat,1.0,1,2025-07-29,A684326
kantung specimen dan label,alat,1.0,1,2025-09-04,A388569
kanula nasal dan selang,alat,1.0,1,2025-09-04,A809647
kapas,alat,1.0,2,2025-09-30,A841491
kapas,bahan,1.25,4,2025-12-18,B841491
kapas (1 kotak),bahan,1.0,1,2025-01-23,B010658
kapas 1 kom tutup kartu imunisasi 1pcs Plesterin 8 pcs Alkohol swab 8 pcs,bahan,1.0,2,2025-09-19,B864978
kapas Nacl,alat,1.0,1,2025-05-02,A235536
kapas alkohol (1 pcs),bahan,1.33,3,2025-12-03,B154716
kapas cebok,bahan,1.0,4,2025-07-30,B477356
kapas cebok dan tempat,alat,1.0,1,2025-07-29,A932802
kapas cebok dan tempatnya,alat,1.0,1,2025-07-29,A439518
kapas cebok plester,bahan,1.0,1,2025-06-30,B682236
kapas cebok tair DTT,alat,1.0,1,2025-08-15,A696950
kapas cebokair,alat,1.0,2,2025-11-03,A527084
kapas cebokair DTT,alat,1.35,31,2025-12-11,A028484
kapas cebokair DTT,bahan,1.0,8,2025-10-30,B028484
kapas lidi,bahan,1.0,1,2025-03-21,B482560
kapas masker Baterai,bahan,1.0,1,2025-03-19,B426731
kapas steril (4) Underpad Handscoon steril Handsanitazier Handuk atau alas,bahan,1.0,1,2025-05-02,B229780
kardus tebal,alat,1.0,1,2025-04-24,A614853
kardus tebal,bahan,1.0,1,2025-04-24,B614853
karet pembendung,alat,1.0,2,2025-06-10,A421045
kartu triase,alat,2.0,1,2025-04-16,A628114
kasa,alat,1.0,2,2025-09-05,A988765
kasa,bahan,1.44,18,2025-12-24,B988765
kasa (3 pcs) jelly ekg kertas ekg tisu,bahan,1.0,1,2025-02-24,B564639
kasa gulung,bahan,1.0,3,2025-10-11,B976531
kasa gulung (1 pcs),alat,1.0,1,2025-12-11,A653443
kasa gulung (1 pcs),bahan,1.0,1,2025-07-25,B653443
kasa gulung handscoon bersih,bahan,1.5,2,2025-03-21,B635275
kasa handscoon tisu,bahan,4.0,1,2025-12-22,B721230
kasa kasa steril perban,bahan,1.0,1,2025-11-03,B058859
kasa steril,alat,1.0,3,2025-12-08,A141036
kasa steril,bahan,1.0,7,2025-12-08,B141036
kasa steril (1 pcs),bahan,1.33,3,2025-12-03,B686165
kasa steril (10pcs),bahan,1.0,1,2025-05-08,B784903
kasa steril (4 set),alat,2.0,1,2025-12-09,A687327
kasa steril (5pcs) handscon bersih handscon steril (2pcs) handuk,bahan,1.0,1,2025-04-08,B879073
kasa steril / kapas,bahan,1.0,1,2025-06-11,B760981
kasa steril handscoon bersih handscoon steril RL,bahan,1.0,1,2025-04-16,B208499
kasa steril pot sputum hadscoon,bahan,1.0,1,2025-07-08,B480361
kasa steril set infus,bahan,1.0,1,2025-10-21,B345805
kasa steril(2 pcs),bahan,1.0,2,2025-05-08,B278951
kasa steril(2 pcs) stetoskop (2 pcs),alat,1.0,2,2025-05-08,A172059
kasa tisu masker,bahan,1.0,1,2025-11-04,B217051
kasa),alat,1.0,1,2025-10-09,A005197
kassa,alat,1.2,20,2025-12-11,A971008
kassa,bahan,1.0,5,2025-10-30,B971008
kassa steril,bahan,1.0,6,2025-07-30,B749079
kassa steril dan kapas lidi (1 pcs) plester (1 pcs),bahan,1.0,1,2025-08-08,B626920
kateter,alat,1.0,1,2025-05-20,A855879
kateter 1),alat,1.0,1,2025-10-17,A139953
kateter 1) (4 set),alat,2.0,1,2025-12-09,A335641
kateter 4,alat,1.0,1,2025-08-05,A166454
kateter penghisap lendir steril pinset,alat,1.0,1,2025-07-08,A152938
kateter penghisap lendir steril(2 pcs),bahan,1.0,2,2025-05-08,B903613
kateter penghisap lendir steril(2 pcs) pinset (2pcs),alat,1.0,2,2025-05-08,A348375
kateter suction,alat,1.0,2,2025-07-28,A166390
kateter urine,alat,1.0,1,2025-08-22,A678877
ked,alat,1.0,1,2024-07-17,A209811
kemicetine,alat,1.33,3,2025-12-02,A872195
kemicetine,bahan,2.0,7,2025-12-18,B872195
keperawatan,alat,1.0,1,2025-01-15,A947986
keranjang kain kotor,alat,1.0,1,2025-05-16,A095799
kertas ekg,bahan,1.0,1,2025-09-15,B878804
kertas lapang pandang 1 pcs,alat,1.0,1,2025-02-14,A342418
kertas ph(jika ada),alat,1.0,2,2025-11-08,A766249
kertas tissue (1 pcs),bahan,1.0,1,2025-04-17,B076715
klem,alat,1.0,5,2025-07-30,A306854
klem),bahan,1.0,2,2025-11-26,B482331
klem) Kasa steril,alat,1.0,2,2025-11-26,A898731
kocher) bila diperlukan Needle holder (jika perlu pemasangan jahitan tambahan),alat,1.0,2,2025-02-12,A638824
kode triase,bahan,2.0,1,2025-04-25,B803011
kolestrol,bahan,1.0,1,2025-01-24,B237550
kom,alat,1.1,10,2025-12-18,A833311
kom 1pcs,alat,1.0,1,2025-02-14,A333468
kom 2 buah,alat,1.0,1,2025-01-20,A111625
kom berisi air,alat,1.0,2,2025-07-28,A653088
kom bertutup steril berisi cairan hangat (40-600C),alat,1.0,1,2025-04-17,A555517
kom dengan air dtt,alat,1.0,2,2025-07-28,A085123
kom kecil,alat,1.0,2,2025-11-19,A328518
kom kecil 1 bh,alat,1.0,4,2025-07-30,A287526
kom kecil 2,alat,1.0,5,2025-07-30,A870587
kom kecil 2 bh,alat,1.0,1,2025-07-25,A000827
kom kecil 2 buah,alat,1.0,1,2025-01-20,A503045
kom kecil utk air dtt (1 pcs),alat,2.33,3,2025-12-19,A855258
