nama_barang,tipe,rata_rata_per_hari
Plester gips/ perekat,alat,1.0
Plester gips/ perekat,bahan,1.0
Plester gips/ perekat (2 pcs),bahan,1.0
Plester gips/perekat,alat,1.0
Plester hipoalergenic 1 kotak,bahan,1.0
Plester hipoalergenik,alat,1.0
Plester hipoalergenik,bahan,2.14
Plester hypavix Metcovazim hijau NaCl 0,bahan,1.25
Plester hypoallergenic,bahan,1.0
Plester hypoallergenict (4 pcs),bahan,1.0
Plester traksi / adhesive tape khusus traksi,bahan,1.38
Plester traksi / traction tape,bahan,1.0
Plester traksi / traction tape Perban elastis atau perban kasa Kapas,bahan,1.57
Plester transparan,bahan,2.33
Plester transparan (1 pcs),alat,1.0
Plester transparan (1 pcs),bahan,1.0
Plester transparan (Tegaderm),bahan,1.0
Plester/hipafix,bahan,1.0
Plester/hipafix 2 pcs,alat,1.33
Plesterin 1,alat,1.0
Polio (OPV/IPV) Campak / MR Alkohol swab (70) Kapas / kasa steril Sarung tangan bersih Masker medis,bahan,1.0
Positioning (Posisi Pasien) Alat bantu,alat,1.5
Positioning (Posisi Pasien) Alat bantu,bahan,1.5
Povidone iodine (bila diperlukan) Plester,bahan,1.0
Povidone iodine (perawatan tali pusat bila perlu),bahan,1.0
Povidone iodine / chlorhexidine Lubrikant steril (gel lidokain / jelly) Spuit 10 cc,bahan,1.5
Povidone iodine / chlorhexidine Plester/Hypafix,bahan,2.2
Pulse Oximetri,alat,1.0
Pulse oximeter,alat,1.22
Pulse oximeter (1),alat,1.0
Pulse oximeter Jam/stopwatch Infus stand,alat,1.0
Pulse oximeter Refleks hammer,alat,1.0
Pulse oximeter neonatal (bila tersedia) Pengukur panjang badan bayi Penghisap lendir (bulb suction / suction set),alat,1.0
Pulse oximeter pediatrik,alat,1.0
Pulse oximeter pediatrik Alat resusitasi bayi/anak Lampu sorot / penlight,alat,5.0
Pulse oximeter pediatrik Timbangan bayi / timbangan anak,alat,1.5
Pulse oximeter pediatrik Timbangan bayi / timbangan anak Alat ukur panjang badan / tinggi badan,bahan,1.0
RL 1 kolf,bahan,1.0
RL NACL,bahan,1.0
RL simulasi),bahan,1.0
RM (2 pcs),bahan,1.0
Reflek Hammer,alat,1.25
Reflek hamer,alat,1.0
Reflek hammer,alat,1.29
Reflek hammer,bahan,1.0
Reflek hammer ( 4 pcs),alat,1.33
Reflek hammer (1 pcs),alat,1.0
Refleks hammer,alat,1.0
Refleks hammer ( 4 pcs ),alat,1.0
Refleks hammer (3pcs),alat,1.5
Refleks hammer (4 pcs) Dinamometer (4pcs),alat,1.0
Refleks hammer (palu refleks) Kapas halus,alat,1.5
Refleks hammer Pulse oximeter,alat,1.0
Refleks hammer Tongue spatel,bahan,1.0
Reflex hammer (palu refleks) Penlight / senter,alat,2.0
Reflex harmer,alat,1.2
Residu lambung,alat,1.0
Ringer Laktat),bahan,1.0
Roll/kain gulung (untuk posisi lateral atau semi fowler),alat,1.5
Roll/kain gulung (untuk posisi lateral atau semi fowler),bahan,1.5
Rotavirus),bahan,1.0
SMILE,alat,1.0
Sabun,alat,1.0
Sabun,bahan,1.0
Sabun Mandi,bahan,1.0
Sabun atau shampoo,alat,1.0
Sabun bayi 1,alat,1.0
Sabun bayi cair (hypoallergenic) Sampo bayi,bahan,1.0
Sabun cair,bahan,1.33
Sabun cuci piring,alat,1.0
Sabun cuci tangan / hand sanitizer Leaflet/Media edukasi ibu hamil,bahan,1.0
Sabun dan shampoo,alat,1.0
Sabun mandi bayi (1pcs),bahan,1.0
Sabun mandi cair Waslap / kain lap Sampo,bahan,1.0
Sabun mandi dan shampoo Handuk mandi,bahan,2.0
Sabun/lotion 1 bh,bahan,1.0
Safety Box,alat,1.0
Safety Box,bahan,1.0
Safety Box (1pcs),alat,1.0
Safety box,alat,1.0
Safety box (pembuangan benda tajam),alat,1.0
Salep anti bakteri (k/p),alat,1.0
Salep anti bakteri (k/p),bahan,1.0
Salep anti bakteri (k/p) (1 pcs) Kantung sampah infeksius (1 pcs) Sarung tangan steril (2 pcs),bahan,1.0
Salep antibiotik,bahan,1.33
Salep luka bakar Silver,bahan,1.0
Salep luka bakar Silver sulfadiazine,bahan,1.0
Salep mata,bahan,1.0
Sampiran,alat,1.17
Sampiran Handuk kecil Pispot dua buah Urinal,alat,1.0
Sampiran Jam tangan,alat,1.0
Sampiran Jam tangan,bahan,1.0
Sampiran selimut mandi,alat,1.0
Sampiran/skerem,alat,1.0
Sampiran/skerem,bahan,2.0
Sampo,bahan,1.0
Sampo Sisir,bahan,1.0
Sandal / sepatu pasien Pakaian bersih Handuk,bahan,1.0
Sapu pel,alat,1.0
Sapu tangan bersih (4 pcs),bahan,1.0
Sarung Tangan (1pcs),alat,1.0
Sarung Tangan Medis,alat,1.0
Sarung Tangan Steril,bahan,1.0
Sarung bantal,alat,1.0
Sarung tangan,alat,1.0
Sarung tangan (1 kotak) Kapas (1 com),bahan,1.2
Sarung tangan 1 kotak Handuk bayi 2,bahan,1.0
Sarung tangan 1 kotak Kapas 1 kom,bahan,1.25
Sarung tangan Masker,bahan,1.0
Sarung tangan Steril,bahan,1.0
Sarung tangan Steril Masker,alat,2.0
Sarung tangan Steril Masker dan google,bahan,1.0
Sarung tangan bersih,alat,1.6
Sarung tangan bersih,bahan,1.57
Sarung tangan bersih (non steril) Hand sanitizer / sabun cuci tangan Kapas dan kasa steril,bahan,1.0
Sarung tangan bersih (non steril) Hand sanitizer / sabun cuci tangan Masker medis,bahan,1.0
Sarung tangan bersih 1 kotak,bahan,1.0
Sarung tangan bersih 1 pasang,alat,1.75
Sarung tangan bersih 1 pasang,bahan,1.0
Sarung tangan bersih Hand sanitizer Alkohol swab,bahan,1.0
Sarung tangan bersih Hand sanitizer Masker,bahan,1.5
Sarung tangan bersih Hand sanitizer Masker medis,bahan,1.0
Sarung tangan bersih Plester,bahan,1.0
Sarung tangan bersih Tisu,bahan,1.33
Sarung tangan bersih atau steril (4 pasang),bahan,1.0
Sarung tangan bersih sekali pakai,alat,1.33
Sarung tangan bersih sekali pakai Perlak pengalas,alat,1.0
Sarung tangan bersih steril Hand sanitizer,bahan,1.0
Sarung tangan bersih steril Hand sanitizer / sabun cuci tangan Masker medis,bahan,2.0
Sarung tangan bersih steril Masker APD lengkap Antiseptik (alkohol 70) Vitamin K1 injeksi,bahan,1.0
Sarung tangan bersih steril Masker medis,bahan,1.12
Sarung tangan bersih/steril,bahan,1.0
Sarung tangan bersih/steril Kasa steril,bahan,1.0
Sarung tangan bersih/steril Masker,alat,1.0
Sarung tangan bersih/steril Masker,bahan,1.0
Sarung tangan bersiih,alat,1.0
Sarung tangan medis,alat,1.0
Sarung tangan medis,bahan,1.0
Sarung tangan sekali pakai (lateks atau nitril),alat,1.0
Sarung tangan steril,alat,1.53
Sarung tangan steril,bahan,1.89
Sarung tangan steril (4 set),alat,2.0
Sarung tangan steril 1 pasang,alat,1.0
Sarung tangan steril 1 pasang,bahan,1.0
Sarung tangan steril 2 pasang,bahan,1.0
Sarung tangan steril Kateter urine sesuai ukuran,bahan,1.0
Sarung tangan steril Pot,alat,1.0
Sarung tangan steril Sarung tangan bersih Masker medis,bahan,1.0
Sarung tangan steril bersih Hand sanitizer / sabun cuci tangan Masker medis,bahan,1.0
Sarung tangan steril bersih Kassa steril,bahan,1.0
Satandar infus dan gunting perban Bengkok 1 pcs,alat,1.0
Satu pasang sarung tangan bersih,alat,1.0
Satu set alat glukocheck merek autocheck,alat,1.0
Saturasi Oksigen OPA,alat,1.0
Scalpvei (2 pcs),alat,1.0
Scoop strecher,alat,1.0
Scoop strecher 1,bahan,1.0
Seelanf Suction,alat,1.0
Sehat IndonesiaKu (ASIK),alat,1.0
Selang NGT (4),alat,1.0
Selang NGT (sesuai usia/ukuran) Spuit 2050 ml (catheter tip) Stetoskop,alat,1.0
Selang NGT (ukuran sesuai usia,alat,1.0
Selang NGT (ukuran sesuai usia dewasa/anak/bayi),alat,1.25
Selang NGT no 16 atau 18 (untuk dewasa),bahan,1.0
Selang NGT no 16 atau 18 (untuk dewasa) Spuit 50 cc,alat,1.0
Selang NGT no 16 atau 18 (untuk dewasa) Spuit 50 cc,bahan,1.0
Selang Suction,bahan,1.0
Selang infus (infusion set) Tourniquet (karet pembendung) Spuit,bahan,1.0
Selang infus manometer,bahan,1.0
Selang kateter,alat,1.0
Selang masker non-rebreathing (1),alat,1.0
Selang masker rebreathing Flowmeter oksigen (1),alat,1.0
Selang peenyambung Suction,alat,1.0
Selang suction,alat,1.0
Selang suction (2 pcs),bahan,1.0
Seli,alat,1.0
Seli,bahan,1.0
Selimut,alat,2.0
Selimut,bahan,1.0
Selimut (1),alat,1.0
Selimut (2 buah),alat,1.0
Selimut / kain penutup Handrub / sabun cuci tangan,bahan,1.0
Selimut / kain penutup Handrub / sabun cuci tangan Tempat sampah medis,alat,1.0
Selimut / kain penutup Handrub / sabun cuci tangan Tempat sampah medis,bahan,1.0
Selimut 1,alat,1.0
Selimut Bantal,bahan,1.0
Selimut atau bantal kecil (4 pcs),bahan,1.0
Selimut bayi,alat,1.0
Selimut bayi,bahan,1.0
Selimut dan topi bayi,alat,1.25
Selimut dan topi bayi,bahan,1.0
Selimut hangat,alat,1.0
Selimut mandi,alat,1.0
Selimut mandi,bahan,1.0
Selimut mandi Larutan antiseptik,alat,1.0
Selimut mandi Larutan antiseptik,bahan,1.0
Selimut mandi Tempat pakaian kotor Bengkok,alat,1.0
Selimut pengganti,alat,1.0
Selimut/kain penutup,alat,1.0
Selimut/kain penutup Bed pan/pispot 1 buah dan bengkok 1 buah,bahan,1.0
Selimut/kain penutup kasa,bahan,1.0
Selimutt ganti,alat,1.0
Selimutt ganti,bahan,1.0
Selmut mandi 2pcs,alat,1.0
Selmut mandi 2pcs,bahan,1.0
Sendok,alat,1.0
Sendok Garpu (3 pasang),alat,1.0
Senter kecil (jika diperlukan),alat,1.0
Senter/lampu periksa Penggaris/meteran Jam/stopwatch Nierbekken,alat,1.0
Sepatu boot,alat,1.0
Seperangkat alat EKG 1 Termometer 1,alat,1.0
Serbet,alat,1.0
Set Infus (5 pcs),bahan,1.0
Set Infus Anak (5 pcs),bahan,1.5
Set Makanan,alat,1.0
Set Manuver Leopold,alat,1.2
Set Nebulizer,alat,1.0
Set Perawatan Luka,alat,1.0
Set Perawatan Luka,bahan,1.0
Set Perawatan Luka Steril 2 pcs,alat,1.33
Set Perineal hygiene,alat,1.0
Set Steril,alat,1.0
Set Steril,bahan,1.0
Set Steril berisi,alat,1.0
Set Suction bayi dan anak,alat,1.0
Set TTV,alat,1.2
Set TTV (1 pcs),alat,1.0
Set TTV (tensimeter,alat,1.0
Set TTV tensimeter,alat,1.3
Set TTV tensimeter,bahan,1.0
Set Vulva Hygiene,alat,1.25
Set Vulva hygiene,alat,1.0
Set Vulva hygiene,bahan,1.0
Set alat hugnah,alat,1.0
Set alat hugnah,bahan,1.0
Set alat perawatan luka post op,alat,1.67
Set alat perawatan luka post op,bahan,1.0
Set alat perawatan luka post opKasa steril di tromol kasa,bahan,1.0
Set bedah minor,alat,1.0
Set bedah minor (2pcs),alat,1.0
Set ganti balut,alat,1.0
Set ganti balut,bahan,1.0
Set ganti balut (1 pcs),bahan,1.0
Set hecting,alat,1.22
Set hecting,bahan,1.0
Set infus,alat,1.3
Set infus (infusion set/makro atau mikro),alat,1.0
Set infus atau injection plug,alat,1.0
Set infus atau injection plug,bahan,1.0
Set kateter,alat,1.0
Set kateter,bahan,1.0
Set mandi (Sabun mandi,alat,1.0
Set partus normal Klem tali pusat Gunting episiotomi,alat,1.0
Set perawatan luka (1 pcs),alat,1.0
Set perawatan luka Kom steril,alat,1.0
Set perawatan luka steril (nierbekken,alat,1.0
Set perawatan luka steril (nierbekken,bahan,1.0
Set perawatan luka steril Pinset anatomis chirurgis Gunting balut,alat,1.0
Set persalinan steril,alat,1.0
Set persalinan steril,bahan,1.0
Set persalinan steril terdiri atas,alat,1.0
Set persalinan terdiri dari,alat,2.0
Set persalinan terdiri dari,bahan,1.0
Set skin traksi,alat,1.0
Set skin traksi Katrol (pulley) Tali traksi Beban/pemberat,alat,1.57
Set untuk Manuver Leopold,alat,1.42
Set untuk Manuver Leopold,bahan,1.0
Set untuk Manuver Leopold ( 4 pcs),alat,1.33
Set untuk perineal hygiene jika,bahan,1.0
Set untuk perineal hygiene jika perlu (handscoon,alat,1.41
Set untuk perineal hygiene jika perlu (handscoon,bahan,1.0
Set untuk vulva hygiene,alat,1.0
Set untuk vulva hygiene,bahan,1.0
Set untuk vulva hygiene (handscoon steril,alat,1.27
Set untuk vulva hygiene (handscoon steril,bahan,1.0
Sfigmomanometer (tensimeter) Oksigen dan masker oksigen Timer atau stopwatch,alat,1.0
Sfigmomanometer (tensimeter) Oksigen dan masker oksigen Timer atau stopwatch,bahan,1.0
Sfigmomanometer dan Stetoskop,alat,1.17
Shampo bayi Bak mandi Kom bertutup,alat,2.0
Shirink pump,alat,1.0
Siapkan bantal,alat,1.5
Siapkan dan cek alat-alat Baki berisi,alat,1.0
Siapkan dan cek alat-alat Baki berisi,bahan,1.0
Sikat gigi dan pasta gigi,alat,1.0
Simple mask,alat,1.0
Sinar terang / lampu natural / lampu halogen,alat,1.0
Sisir,alat,1.0
Sisir 1,alat,1.0
Sisir Waslap 4,alat,1.0
Sketcher,alat,1.0
Sketsel / tirai,alat,1.0
Sketsel/tirai,alat,1.0
Sketsel/tirai,bahan,1.0
Skin traksi kit,alat,1.0
Skin traksi set (Tali),alat,1.0
Skin traksi set (Tali),bahan,1.0
Skin traksi set (Tali) (1 pcs),bahan,1.0
Skin traksi ut dewasa,alat,1.25
Skort (1 pcs),alat,1.0
Skort Plastik (2 pcs),alat,1.33
Skort plastik BH ibu,bahan,1.0
Snelen chart,alat,1.0
Snelen chart,bahan,1.0
Snelen test Tisu,bahan,1.0
Snellen chart / E-chart Kartu Ishihara (buta warna) Penlight/senter,alat,1.0
Sop kerawatan payudara pnc,alat,1.0
Spalak/bantalan keras,alat,1.0
Spalk,alat,1.17
Spalk,bahan,1.0
Spalk (1 pcs),bahan,1.0
Spalk (2),alat,1.0
Spalk 1,bahan,1.0
Spalk 2,bahan,1.25
Spalk 2 pcs,bahan,1.0
Spalk infus anak,alat,1.33
Spalk infus anak,bahan,1.0
Spat/spuit,alat,1.0
Spat/spuit,bahan,1.0
Spatel Lidah (1 pcs),alat,1.0
Spatel lidah,alat,1.0
Spatel lidah (3pcs),alat,1.5
Spatel lidah Spekulum hidung kassa,alat,1.0
Spatel lidah Spekulum hidung kassa,bahan,1.0
Spatel lidah yang telah dibungkus dengan kain kasa,alat,1.0
Spatula lidah ( 4 pcs ),alat,1.0
Sped,alat,1.0
Speet,bahan,1.0
Speet Kasa,bahan,1.0
Spekulum (untuk pemeriksaan vagina/serviks),alat,1.0
Spekulum hidung (1 pcs),alat,1.0
Spet 10 CC (2pcs),bahan,1.0
Spet 10 cc 1 pcs Bak instrumen 2 pcs Pinset anatomi 1 pcs Gunting 1 pcs,alat,1.0
Spet 3 cc,alat,1.0
Spet 50cc,alat,1.0
Spet Kasa tisu NRM RM,bahan,1.0
Spetel Lidah,alat,1.25
Spidol (penandaan area nyeri/tekanan),alat,1.0
Spigmomanometer dan Stetoskop,alat,1.0
Spigmomanometer dan Stetoskop,bahan,1.0
Spigmomanometer dan stetoskop,alat,1.5
Spigmomanometer dan stetoskop,bahan,1.0
Spignomanometer (2 buah) Baki dan alasnya (secukupnya),alat,1.0
Splint/brace jika diperlukan untuk,bahan,1.0
Splint/brace jika diperlukan untuk immobilisasi,alat,1.0
Spons,alat,1.0
Sprain (Cedera ligamen,alat,1.0
Sprain (Cedera ligamen,bahan,1.0
Spuid,alat,1.0
Spuid,bahan,1.0
Spuit,alat,1.0
Spuit,bahan,1.0
Spuit 1,alat,1.0
Spuit 1 cc,alat,1.0
Spuit 1 ml / tuberkulin syringe Jarum kecil (2627G),alat,1.0
Spuit 1 ml / tuberkulin syringe Jarum kecil (2627G) Obat/agen uji alergi (misal antibiotik yang akan diberikan) Alkohol swab,bahan,1.0
Spuit 1 ml 4,alat,1.0
Spuit 10 cc,alat,1.0
Spuit 10 cc,bahan,1.0
Spuit 10 cc (2 pcs),bahan,1.33
Spuit 10 cc atau 20 cc berisi aquadest/NaCl steril,alat,1.0
Spuit 10 cc atau 20 cc berisi aquadest/NaCl steril,bahan,1.0
Spuit 10 mL (4 pcs),alat,1.0
Spuit 1050 ml (untuk irigasi luka) Perlak/underpad,bahan,1.5
Spuit 15 ml (flush NaCl 0,bahan,1.0
Spuit 2,alat,1.0
Spuit 2,bahan,1.17
Spuit 2 pcs,alat,1.0
Spuit 20 cc berisi aquadest/NaCl steril,bahan,1.0
Spuit 20-50 cc (4),bahan,1.0
Spuit 2050 mL Stetoskop,alat,1.0
Spuit 2050 ml (Toomey / catheter tip) Stetoskop,alat,1.2
Spuit 25 ml dan gunting,alat,1.25
Spuit 25 ml dan gunting,bahan,1.2
Spuit 2cc (5 pcs),bahan,1.0
Spuit 3 ml 3,alat,1.0
Spuit 3cc (5 pcs),bahan,1.0
Spuit 3cc (5),alat,1.0
Spuit 5 atau 10 ml,alat,1.0
Spuit 5 cc 1,alat,1.25
Spuit 5-10 cc (4 pcs),alat,1.0
Spuit 50 cc,alat,1.0
Spuit 50 cc,bahan,1.0
Spuit 50 cc (1 pcs),bahan,1.0
Spuit 50 cc gunting ( 4 pcs),bahan,1.0
Spuit 50 cc gunting ( 4 pcs) Kasa bersih,bahan,1.0
Spuit 50 ml,bahan,1.0
Spuit 5cc (5),alat,1.0
Spuit 5cc (5pcs),bahan,1.0
Spuit Ngt,alat,1.0
Spuit disposable 0,alat,1.0
Spuit disposable 5cc (2pcs),alat,1.0
Spuit jarum Air bersih,bahan,1.0
Spuit jarum Air bersih Tisu,bahan,1.0
Spuit masker,bahan,1.0
Spuit masker handscoon,bahan,1.0
Spuit sekali pakai (0,alat,1.0
Sputum pot,alat,3.0
Sputum pot,bahan,2.4
Sputum pot 1,alat,1.0
Stadiometer (2pcs) Timbangan (2pcs) Pita LILA (2PCS),alat,1.0
Stadiometer (3 pcs),alat,1.0
Standar,alat,1.0
Standar infus,alat,2.5
Standar infus,bahan,2.4
Standar infus (3 pcs),bahan,1.0
Standar infus Tourniquet Gunting,alat,2.0
Sterobach,alat,1.43
Sterobach,bahan,1.0
Steteskop,bahan,1.0
Steteskop Manual fekal,alat,1.0
Stetoskop,alat,2.22
Stetoskop,bahan,1.58
Stetoskop ( 4 Pcs) Penlight (4 pcs) Reflek hammer (4 pcs),alat,1.0
Stetoskop (1 pcs),alat,1.0
Stetoskop (1 pcs),bahan,1.0
Stetoskop (1pcs),alat,1.0
Stetoskop (2 buah),alat,1.0
Stetoskop (2 buah) Spignomanometer (2buah),alat,1.0
Stetoskop (2 pcs),alat,1.0
Stetoskop (2),alat,1.0
Stetoskop (4 pcs ),alat,1.0
Stetoskop (4 pcs ) Penlight (4pcs),alat,1.0
Stetoskop (4 pcs),alat,1.12
Stetoskop (4),alat,1.0
Stetoskop (4pcs),alat,1.0
Stetoskop / Doppler fetal,alat,1.5
Stetoskop 1,alat,1.25
Stetoskop 4 pcs sfigmomanometer4 pcs,alat,1.0
Stetoskop 4pcs Thermometer 4pcs Tensimeter 4pcs Penlight 4pcs,bahan,1.0
Stetoskop Nebulizer Handuk kecil Handscun bersih,alat,1.0
Stetoskop Nebulizer lengkap Handuk kecil Handscun bersih,bahan,2.0
Stetoskop Panjang pita ukur,alat,1.0
Stetoskop Tensimeter Termometer,alat,1.25
Stetoskop Termometer,alat,1.0
Stetoskop neonatal,alat,1.0
Stetoskop pediatrik Pulse oximeter pediatrik Oksigen set (siaga),alat,1.0
Stetoskop pediatrik Tensimeter anak Termometer Penlight / senter,bahan,1.0
Stetoskop pediatrik/neonatal Tensimeter anak/bayi,alat,1.5
Stick,alat,1.0
Stick asam urat 1 pcs,bahan,1.0
Stick glukosa 1 pcs,bahan,1.0
Stick kolestrol 1pcs,bahan,1.0
Stik asam urat,bahan,1.0
Stik gdr,bahan,1.0
Stik kolesterl,bahan,1.0
Stopwacth,alat,2.0
Stopwatch Baterai,bahan,1.0
Strain (Tarikan atau robekan otot/tendon),alat,1.0
Strain (Tarikan atau robekan otot/tendon)Kompres dingin (cold pack),bahan,1.0
Strip indicator pH,alat,1.0
Strip indicator pH,bahan,1.0
Strtoskop Obat,alat,1.0
Suction,alat,1.0
Suction (1pcs),alat,1.0
Suction (2 pcs),alat,1.0
Suction cateter,bahan,1.0
Suction lengkap suction cateter,alat,1.0
Suction lengkap suction catheter,alat,2.75
Suction lengkap suction catheter,bahan,2.4
Suction lengkap suction catheter Gelas/com berisi air matang Penghubung aliran listrik,alat,2.0
Suction lengkap suction catheter Stetorkop,bahan,1.0
Suction lengkap suction catheter Stetoskop,alat,1.0
Suction oral (1),alat,1.0
Suction set,alat,1.0
Suction set (alat isap lendir simulasi) Infus set tiang infus (simulasi),alat,1.0
Suction set (alat isap lendir simulasi) Tiang infus,alat,1.0
Suction set (jika perlu,alat,1.0
Suction set Kateter suction Pulse oximeter Stetoskop,alat,1.0
Sudip lidah,alat,1.0
Sudip lidah,bahan,1.0
Sumber oksigen,alat,1.0
Syringe (1),alat,1.0
Syringe (semprotan 60 cc),alat,1.0
Syringe (semprotan 60 cc),bahan,1.0
TAGGING TRIASE PHANTOM,alat,1.0
TAGGING TRIASE PHANTOM 2,bahan,1.0
TAK estafet bola(1),bahan,1.0
Tabung 02 Oksimeter,alat,1.0
Tabung Oksigen,alat,1.0
Tabung oksigen,alat,1.17
Tabung oksigen (1),alat,1.0
Tabung yg berisi heparin (kontainer) (3 pcs),bahan,1.0
Tagging triase,alat,1.0
Tagging triase 1,bahan,1.0
Talang karet,alat,1.0
Tali pusat steril / klem plastik Kapas tisu,bahan,1.0
Tali trakeostomi Cairan steril Tisu Handscoon Masker NRM masker RM nasal kanul,bahan,1.0
Tambahkan satu selimut tebal pada alat tenun untuk tempat tidur terbuka,alat,1.0
Tambahkan satu selimut tebal pada alat tenun untuk tempat tidur terbuka,bahan,1.0
Tanda pengenal ibu dan bayi,alat,1.0
Tanda pengenal ibu dan bayi,bahan,1.17
Tandu (1 buah) sheet spalk (1 set),alat,1.0
Tandu 2 Bidai satu set Mitela Nekolar,alat,1.0
Tas bencana 1,alat,1.0
Tempah sampah medis 1 buah,alat,1.6
Tempah sampah medis 1 buah,bahan,1.0
Tempah sampah medis 1 buah Tempat sampah non medis 1 buah,alat,1.0
Tempah sampah medis 1 buah Tempat sampah non medis 1 buah,bahan,1.0
Tempah sampah medis 4 buah,alat,1.0
Tempah sampah medis 4 buah,bahan,1.33
Tempat Kain Kotor,alat,1.25
Tempat Pakaian kotor yang di alasi kantong plastic,alat,1.0
Tempat Pakaian kotor yang di alasi kantong plastic,bahan,1.0
Tempat Tidur,alat,1.0
Tempat Tidur Laken Brankard Tandu,alat,1.0
Tempat Tidur Meja,alat,1.0
Tempat Tidur bantal,alat,1.0
Tempat cairan antiseptik Manekin luka,alat,2.12
Tempat cuci tangan,alat,1.0
Tempat instrumen steril / set perawatan luka,alat,1.0
Tempat kain kotor,alat,1.0
Tempat kain kotor,bahan,2.0
Tempat kain kotor Sampiran/skerem,alat,1.5
Tempat kain kotor Sampiran/skerem,bahan,1.0
Tempat letak obat (3 pcs),alat,1.0
Tempat linen kotor (infeksius/ non infeksius),alat,1.0
Tempat pakaian kotor beralas kantong plastik,alat,1.0
Tempat pakaian kotor yang dialasi,alat,1.2
Tempat pakaian kotor yang dialasi kantong plastik,alat,1.0
Tempat pakaian kotor yang dialasi kantong plastik,bahan,1.0
Tempat sampah medis,alat,1.11
Tempat sampah medis,bahan,1.0
Tempat sampah medis (infeksius) Gunting plester,alat,1.0
Tempat sampah medis (kuning),alat,1.0
Tempat sampah medis (kuning),bahan,1.0
Tempat sampah medis (safety box untuk jarum),alat,1.0
Tempat sampah medis Lampu sorot,alat,1.0
Tempat sampah medis non medis Tempat sharps container (buangan jarum),alat,1.0
Tempat sampah medis non-medis Gunting steril,alat,1.0
Tempat sampah medis non-medis Tempat instrumen steril,alat,2.12
Tempat sampah medis safety box,alat,1.5
Tempat sampah medis(1pcs),alat,1.0
Tempat sampah non medis 1 buah,alat,1.25
Tempat tidur Meja,alat,1.33
Tempat tidur anak bed side rail Stetoskop,alat,1.5
Tempat tidur bayi / bed periksa Bantal kecil / gulungan handuk (untuk posisi drainase),alat,1.0
Tempat tidur bayi / radiant warmer Timbangan bayi,alat,1.0
Tempat tidur bersalin Partus set,alat,1.0
Tempat tidur dengan pengaman,alat,1.0
Tempat tidur dengan ujung kaki dapat dinaikkan,alat,1.71
Tempat tidur kursi,alat,1.25
Tempat tidur meja,alat,1.55
Tempat tidur pasien,alat,1.0
Tempat tidur pasien / bed praktik,alat,1.0
Tempat tidur pasien / bed praktik Stetoskop,alat,1.0
Tempat tidur pasien Bed side rail,alat,1.33
Tempat tidur pasien Bed side rail Tensimeter Stetoskop Termometer,alat,1.0
Tempat tidur pasien Kasur alas kasur Bantal,alat,1.0
Tempat tidur pasien Kursi roda,alat,1.0
Tempat tidur pemeriksaan / bed Bantal kecil,alat,1.0
Tempat tidur pemeriksaan Lampu periksa,alat,1.0
Tensi,alat,1.0
Tensi Meter,alat,1.0
Tensi Meter,bahan,1.0
Tensi Meter Digital (1),alat,1.0
Tensi aneroid,alat,1.0
Tensi aneroid,bahan,1.0
Tensi meter (posyandu),alat,1.0
Tensi meter anak (4 pcs) Bak instrumen (4 pcs) Tongue spatel (2 pcs) Hammer ( 2 pcs),alat,1.2
Tensimeter,alat,1.25
Tensimeter,bahan,1.0
Tensimeter (2 buah),alat,1.0
Tensimeter (2),alat,1.0
Tensimeter (4 pcs),alat,1.0
Tensimeter (manset dewasa) Stetoskop / Doppler fetal Termometer,alat,1.0
Tensimeter (sphygmomanometer) Termometer,alat,1.0
Tensimeter Digital (2 Pcs),alat,1.0
Tensimeter Stetoskop,alat,1.12
Tensimeter Stetoskop Termometer,alat,1.0
Tensimeter Stetoskop Termometer Timbangan,alat,2.0
Tensimeter Termometer,alat,1.0
Tensimeter Termometer Timbangan berat badan Pulse oximeter,alat,1.0
Tensimeter anak Termometer Pulse oximeter Oksigen set Suction set Spatel lidah,alat,1.5
Tensimeter stetoskop pulse oxymetri,alat,1.5
Tensocrepe/verban elastis 5 bh,alat,1.25
Tensocrepe/verban elastis 5 bh,bahan,1.0
Terapi kognitif puzzle(1),bahan,1.0
Termometer,alat,1.21
Termometer,bahan,1.0
Termometer ( 4 pcs ),alat,1.0
Termometer (1),alat,1.0
Termometer (1pcs),alat,1.0
Termometer (2 pcs),alat,1.0
Termometer (4 pcs),alat,1.0
Termometer (4 pcs) Penlight (4pcs) Refleks hammer (4pcs) Meteran pita (4pcs),alat,1.0
Termometer 2,alat,1.0
Termometer Arloji atau jam,alat,1.67
Termometer Penlight / senter Tensimeter anak,alat,1.0
Termometer Tensimeter,alat,1.5
Termometer air,alat,1.0
Termometer air,bahan,1.0
Termometer air raksa (2 buah),alat,1.0
Termometer bayi Stetoskop,alat,1.0
Termometer bayi Timbangan bayi,alat,1.0
Termometer digital (3 buah),alat,1.0
Termometer digital Timbangan bayi / anak Stetoskop pediatrik Tensimeter anak,alat,5.0
Termometer inkubator Monitor tanda vital neonatal Pulse oximeter neonatal Stetoskop neonatal Timbangan bayi,alat,1.0
Termometer raksa dan Termometer Digital,alat,1.0
Termometer tensimeter,alat,1.0
Termometer tensimeter stetoskop,alat,1.0
Termometer udara jika ada,alat,1.0
Termometer udara jika ada,bahan,1.0
Termometer vaksin Meja imunisasi Nierbekken / bengkok,alat,1.0
Termos,alat,1.0
Termos berisi air panas,alat,1.0
